reference_path	passage_families	trace_path	disposition
datomic_pro_docs/06_indexes/00_indexes.md	Covering indexes; accumulation; query access and architecture	datomic_pro_docs/06_indexes/01_index_model.atomic.md	shared-index-contract
datomic_pro_docs/06_indexes/01_index_model.md	EAVT/AEVT/AVET/VAET; sort order; tree/recent merge; immutability	datomic_pro_docs/06_indexes/01_index_model.atomic.md	shared-index-contract
datomic_pro_docs/06_indexes/02_background_indexing.md	Memory novelty; indexing jobs; thresholds; backpressure; lag and completion	datomic_pro_docs/08_operations/01_capacity_and_reliability/00_capacity_planning.atomic.md	native-scheduling-adaptation
datomic_pro_docs/06_indexes/03_index_pull.md	Index/selector/start; attribute-bounded lazy traversal; reverse option	datomic_pro_docs/05_query_and_pull/03_pull.atomic.md	shared-navigation-contract
datomic_pro_docs/06_indexes/04_index_apis.md	Covering datoms; prefix datoms; AVET inclusive/exclusive range	datomic_pro_docs/05_query_and_pull/01_executing_queries.atomic.md	shared-index-contract
datomic_pro_docs/06_indexes/05_rseek_datoms.md	Seek and consume; forward/reverse start positions; missing/prefix/tuple starts	datomic_pro_docs/05_query_and_pull/01_executing_queries.atomic.md	shared-index-contract
datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/00_package_datomic.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/01_attribute.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/02_connection.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/03_database.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/04_database_predicate.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/05_datom.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/06_entity.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/07_listenable_future.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/08_log.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/09_peer.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/10_query_request.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/01_java/11_util.md	Public type/method families: model, capture, query/navigation/index/log, submission/completion and host wrappers	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-public-api-adaptation
datomic_pro_docs/07_peer_api/02_shared_reference/00_log_api.md	Captured Log; tx-range bounds and result fields; tx-ids/tx-data	datomic_pro_docs/07_peer_api/02_shared_reference/00_log_api.atomic.md	shared-log-contract
datomic_pro_docs/07_peer_api/02_shared_reference/01_error_handling.md	Structured error maps; categories; arbitrary/wrapped Java exceptions	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	native-error-adaptation
datomic_pro_docs/07_peer_api/02_shared_reference/02_io_stats.md	I/O contexts; tier/index read counters; nested reporting and overhead	datomic_pro_docs/08_operations/02_observability_and_tuning/01_memory_and_caching.atomic.md	native-diagnostics-adaptation
datomic_pro_docs/07_peer_api/02_shared_reference/03_query_stats.md	Query phases; clause selectivity/bindings; diagnostics interpretation	datomic_pro_docs/05_query_and_pull/02_query_reference.atomic.md	native-diagnostics-adaptation
datomic_pro_docs/07_peer_api/02_shared_reference/04_transaction_stats.md	Transaction I/O/processing phases and returned statistics	datomic_pro_docs/04_transactions/03_processing_transactions.atomic.md	native-diagnostics-adaptation
datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.md	Opaque storage requirements; backend setup; caches; catalog; reclamation	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	native-postgres-and-nontarget-providers
datomic_pro_docs/08_operations/00_architecture_and_storage/01_transactor_reference.md	Transactor configuration; storage/network; JVM memory; monitoring	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	native-operations-and-host-disposition
datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.md	Topology; peer/writer/storage separation; release coordination	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	native-deployment-adaptation
datomic_pro_docs/08_operations/01_capacity_and_reliability/00_capacity_planning.md	Novelty/indexing pressure; sizing; memory/GC; backlog and throughput	datomic_pro_docs/08_operations/01_capacity_and_reliability/00_capacity_planning.atomic.md	native-capacity-guidance
datomic_pro_docs/08_operations/01_capacity_and_reliability/01_high_availability.md	Authority/failover; standby; peer reconnect; storage availability	datomic_pro_docs/08_operations/01_capacity_and_reliability/01_high_availability.atomic.md	native-fencing-adaptation
datomic_pro_docs/08_operations/01_capacity_and_reliability/02_backup_and_restore.md	Backup points; claims/incremental capture; restore; verify; storage backends	datomic_pro_docs/08_operations/01_capacity_and_reliability/02_backup_and_restore.atomic.md	native-backup-adaptation
datomic_pro_docs/08_operations/02_observability_and_tuning/00_monitoring_and_performance.md	Metrics; operational diagnosis; workload-specific performance and capacity	datomic_pro_docs/08_operations/01_capacity_and_reliability/00_capacity_planning.atomic.md	native-diagnostics-guidance
datomic_pro_docs/08_operations/02_observability_and_tuning/01_memory_and_caching.md	Recent memory indexes; object/entity cache; optional shared caches; sizing	datomic_pro_docs/08_operations/02_observability_and_tuning/01_memory_and_caching.atomic.md	native-cache-adaptation
datomic_pro_docs/08_operations/02_observability_and_tuning/02_configuring_logging.md	SLF4J/logback setup, configuration and rotation	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	host-logging-no-direct-port
datomic_pro_docs/08_operations/02_observability_and_tuning/03_system_properties.md	JVM properties and resource/transport/cache policy knobs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	native-explicit-configuration
datomic_pro_docs/09_optional/00_pro_client/00_accessing_the_client_library.md	Client/server setup; sync/async return/error/chunk/timeout; common data APIs	datomic_pro_docs/09_optional/00_pro_client/03_client_library_reference.atomic.md	native-async-and-nontarget-client-integration
datomic_pro_docs/09_optional/00_pro_client/01_peer_server.md	Client/server setup; sync/async return/error/chunk/timeout; common data APIs	datomic_pro_docs/09_optional/00_pro_client/03_client_library_reference.atomic.md	native-async-and-nontarget-client-integration
datomic_pro_docs/09_optional/00_pro_client/02_client_getting_started.md	Client/server setup; sync/async return/error/chunk/timeout; common data APIs	datomic_pro_docs/09_optional/00_pro_client/03_client_library_reference.atomic.md	native-async-and-nontarget-client-integration
datomic_pro_docs/09_optional/00_pro_client/03_client_library_reference.md	Client/server setup; sync/async return/error/chunk/timeout; common data APIs	datomic_pro_docs/09_optional/00_pro_client/03_client_library_reference.atomic.md	native-async-and-nontarget-client-integration
datomic_pro_docs/09_optional/00_pro_client/04_client_api_sync.md	Client/server setup; sync/async return/error/chunk/timeout; common data APIs	datomic_pro_docs/09_optional/00_pro_client/03_client_library_reference.atomic.md	native-async-and-nontarget-client-integration
datomic_pro_docs/09_optional/00_pro_client/05_client_api_async.md	Client/server setup; sync/async return/error/chunk/timeout; common data APIs	datomic_pro_docs/09_optional/00_pro_client/03_client_library_reference.atomic.md	native-async-and-nontarget-client-integration
datomic_pro_docs/09_optional/01_aws/00_running_on_aws.md	AWS deployment, IAM/access control and service configuration	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	non-target-cloud-integration
datomic_pro_docs/09_optional/01_aws/01_aws_access_control.md	AWS deployment, IAM/access control and service configuration	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	non-target-cloud-integration
datomic_pro_docs/09_optional/02_specialized_operations/00_read_only_connections.md	No-transactor fixed db/log; live/storage/backup URI distinctions; capabilities	datomic_pro_docs/09_optional/02_specialized_operations/00_read_only_connections.atomic.md	native-read-only-contract
datomic_pro_docs/09_optional/02_specialized_operations/01_valcache.md	Immutable SSD copies; restart warmth; mount flags; sizing; metrics; Memcached	datomic_pro_docs/09_optional/02_specialized_operations/00_read_only_connections.atomic.md	native-cache-and-host-disposition
datomic_pro_docs/09_optional/02_specialized_operations/02_excision.md	Logical removal; index/excision sync; storage reclamation; history	datomic_pro_docs/09_optional/02_specialized_operations/02_excision.atomic.md	native-excision-adaptation
datomic_pro_docs/09_optional/03_technical_notes/00_comparison_with_updating_transactions.md	Information sets versus update-in-place; transaction composition	datomic_pro_docs/04_transactions/02_transaction_data.atomic.md	shared-transaction-explanation
datomic_pro_docs/09_optional/03_technical_notes/01_composing_transactions_by_example.md	Transaction functions versus entity predicates; composite validation examples	datomic_pro_docs/04_transactions/03_processing_transactions.atomic.md	shared-transaction-explanation
datomic_pro_docs/09_optional/03_technical_notes/02_hosting_a_private_maven_repository.md	Dependency gathering/deploy/use for Maven artifacts	datomic_pro_docs/00_start_here/00_introduction.atomic.md	non-target-distribution-integration
datomic_pro_docs/09_optional/03_technical_notes/03_querying_byte_array_attributes.md	Byte-array equality and predicates in query inputs	datomic_pro_docs/05_query_and_pull/02_query_reference.atomic.md	native-value-equality-adaptation
datomic_pro_docs/09_optional/03_technical_notes/04_outer_joins.md	Optional attributes; get-else/get-some/missing and defaults	datomic_pro_docs/05_query_and_pull/02_query_reference.atomic.md	shared-query-contract
datomic_pro_docs/09_optional/04_tools_and_support/00_datomic_pro_console.md	Browser console schema/entity/query/index/transaction presentation	datomic_pro_docs/09_optional/00_pro_client/03_client_library_reference.atomic.md	non-target-ui-integration
datomic_pro_docs/09_optional/04_tools_and_support/01_writing_a_problem_report.md	Reproduction, environment/configuration and diagnostic evidence	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	support-guidance-no-distinct-engine
