source_path	origin	counterpart_relation	counterpart_path	mechanism_family	current_rust_owner	trace_path	disposition
1.0.7705/peer/src-clj/datomic/aws/client/datafy.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/aws/client/impl/async.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/aws/client/impl/sync.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/aws/client/registry.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/aws/client/util.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/aws_detect.clj	recovered-datomic-initializer	byte-identical	1.0.7705/transactor/src-clj/datomic/aws_detect.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-clj/datomic/aws_monitor.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/aws_monitor.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/backup.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/backup.clj	backup-and-restore	src/backup/mod.rs	datomic_pro_docs/08_operations/01_capacity_and_reliability/02_backup_and_restore.atomic.md	Native coherent point/capture/offline reader/verification/restore; not source repository-format compatibility. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/btset.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/btset.clj	ordered-structures	src/index/mod.rs	datomic_pro_docs/06_indexes/01_index_model.atomic.md	Shared immutable trees, sorted traversal and bounded build; source representation differs from native codec. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/builtins.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/builtins.clj	model-schema-value	src/model/mod.rs	datomic_pro_docs/03_schema/03_identity_and_uniqueness.atomic.md	Shared native value/schema/identity contracts; db also has transaction and temporal owners traced by companions. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cache.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cache.clj	cache-composition	src/index/tree/cache.rs	datomic_pro_docs/08_operations/02_observability_and_tuning/01_memory_and_caching.atomic.md	Shared immutable object/cache policy family; sizing estimates and Caffeine internals are not native RSS or eviction equivalence. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cache/caffeine.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cache/caffeine.clj	cache-composition	src/index/tree/cache.rs	datomic_pro_docs/08_operations/02_observability_and_tuning/01_memory_and_caching.atomic.md	Shared immutable object/cache policy family; sizing estimates and Caffeine internals are not native RSS or eviction equivalence. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cache/impl.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cache/impl.clj	cache-composition	src/index/tree/cache.rs	datomic_pro_docs/08_operations/02_observability_and_tuning/01_memory_and_caching.atomic.md	Shared immutable object/cache policy family; sizing estimates and Caffeine internals are not native RSS or eviction equivalence. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/callback.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/callback.clj	application-completion-errors	src/application/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Shared API/completion family; native bounded executor and typed errors replace JVM adapters. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cassandra.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cassandra.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cassandra_v4.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cassandra_v4.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cassandra_values.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cassandra_values.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cassandra_values_v4.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cassandra_values_v4.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cast2slf4j.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cast2slf4j.clj	non-target-client-server	-	datomic_pro_docs/09_optional/00_pro_client/03_client_library_reference.atomic.md	Non-target HTTP/Cloud/JVM service integration; native peer-local APIs are traced separately. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/catalog.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/catalog.clj	storage-catalog	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Opaque objects/conditional references and shared catalog; provider/backend-specific behavior is not native parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cleanup.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cleanup.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cli.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cli.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cloudwatch.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cloudwatch.clj	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	AWS monitoring integration; no native CloudWatch contract. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cluster.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cluster.clj	storage-catalog	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Opaque objects/conditional references and shared catalog; provider/backend-specific behavior is not native parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/cluster_stack.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/cluster_stack.clj	storage-catalog	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Opaque objects/conditional references and shared catalog; provider/backend-specific behavior is not native parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/clusterfs.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/clusterfs.clj	storage-catalog	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Opaque objects/conditional references and shared catalog; provider/backend-specific behavior is not native parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/codec.clj	recovered-datomic-initializer	byte-identical	1.0.7705/transactor/src-clj/datomic/codec.clj	encoding-and-host-primitives	src/storage/codec.rs	datomic_pro_docs/02_core_concepts/01_programming_with_data_and_edn.atomic.md	Native exact values/codecs; Fressian tags, JVM buffer/hash/random helpers are not format compatibility. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-clj/datomic/combined_cluster.clj	recovered-datomic-initializer	byte-identical	1.0.7705/transactor/src-clj/datomic/combined_cluster.clj	storage-catalog	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Opaque objects/conditional references and shared catalog; provider/backend-specific behavior is not native parity. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-clj/datomic/common.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/common.clj	model-schema-value	src/model/mod.rs	datomic_pro_docs/03_schema/03_identity_and_uniqueness.atomic.md	Shared native value/schema/identity contracts; db also has transaction and temporal owners traced by companions. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/config.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/config.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/config_ext.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/config_ext.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/connector.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/connector.clj	peer-transport	src/application/transport/mod.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Source broker notification/submission adapter; native local/TLS transport uses stable identity and receipts, not Artemis protocol. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/coordination.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/coordination.clj	writer-lifecycle	src/transactor/mod.rs	datomic_pro_docs/08_operations/01_capacity_and_reliability/01_high_availability.atomic.md	Native authority and observation fences; source deployment/pipeline adaptations are explicit. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/coordination_ext.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/coordination_ext.clj	writer-lifecycle	src/transactor/mod.rs	datomic_pro_docs/08_operations/01_capacity_and_reliability/01_high_availability.atomic.md	Native authority and observation fences; source deployment/pipeline adaptations are explicit. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/core2/algo/hash.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/algo/lazy.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/algo/search.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/anomalies.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/anomalizer.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/anomalizer/aws/sdkv1.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/async.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/atom.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/atom/logged.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/atom/spi.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/aws/ddb.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/core2/aws/helpers.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/core2/aws/s3/aws_api.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/core2/aws/s3/sdkv1.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/core2/aws/s3/sdkv2.clj	recovered-datomic-initializer	only-in-this-artifact	-	non-target-provider	-	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Non-target backend/vendor integration; no unsupported native provider is advertised.
1.0.7705/peer/src-clj/datomic/core2/datafy.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/log.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/log/ddb.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/log/mem.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/log/spi.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/retry.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/thread.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/val_store.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/val_store/double_store.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/val_store/fs.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/val_store/s3.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/val_store/s3/aws_api.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/val_store/s3/sdkv1.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/val_store/s3/sdkv2.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/core2/val_store/spi.clj	recovered-datomic-initializer	only-in-this-artifact	-	alternate-storage-support	src/storage/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/00_storage_services.atomic.md	Family disposition: opaque storage/guard/retry roles are native; Cloud core2 implementation and all failure schedules are not claimed.
1.0.7705/peer/src-clj/datomic/crypto.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/crypto.clj	encoding-and-host-primitives	src/storage/codec.rs	datomic_pro_docs/02_core_concepts/01_programming_with_data_and_edn.atomic.md	Native exact values/codecs; Fressian tags, JVM buffer/hash/random helpers are not format compatibility. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/data.clj	recovered-datomic-initializer	byte-identical	1.0.7705/transactor/src-clj/datomic/data.clj	encoding-and-host-primitives	src/storage/codec.rs	datomic_pro_docs/02_core_concepts/01_programming_with_data_and_edn.atomic.md	Native exact values/codecs; Fressian tags, JVM buffer/hash/random helpers are not format compatibility. Exact baseline pair shares one mechanism; no duplicate port or redundant annotation required.
1.0.7705/peer/src-clj/datomic/datafy.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/datafy.clj	host-operations-support	src/operations/mod.rs	datomic_pro_docs/08_operations/00_architecture_and_storage/02_datomic_deployment.atomic.md	Coherent host/config/diagnostic support family; native explicit configuration/operations replace JVM supervision and presentation helpers. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/datalog.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/datalog.clj	query-and-diagnostics	src/query/mod.rs	datomic_pro_docs/05_query_and_pull/02_query_reference.atomic.md	Native relational/result/control owner; qtune is optional diagnostic policy, not runtime scheduling parity. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/db.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/db.clj	model-schema-value	src/model/mod.rs	datomic_pro_docs/03_schema/03_identity_and_uniqueness.atomic.md	Shared native value/schema/identity contracts; db also has transaction and temporal owners traced by companions. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
1.0.7705/peer/src-clj/datomic/db_io.clj	recovered-datomic-initializer	same-path-not-byte-identical	1.0.7705/transactor/src-clj/datomic/db_io.clj	peer-observation	src/peer/live.rs	datomic_pro_docs/07_peer_api/00_clojure/00_datomic_api.atomic.md	Captured values and advancing observation; no URI-global cache or reader-pin compatibility. Nonidentical artifact copy: family mapping does not assert whole-file equivalence.
